session_id,cnt
1,1
2,1
7,1
116,1
117,1
184,1
233,1
245,1
285,1
407,1
421,1
425,1
431,1
435,1
438,1
439,1
447,1
455,1
460,1
469,1
470,1
475,1
672,1
681,1
701,1
729,1
885,1
887,1
895,1
1016,1
1163,1
1168,1
1172,1
1179,1
1180,1
1189,1
1190,1
1208,1
1211,1
1213,1
1214,1
1218,1
1321,1
1470,1
1559,1
1581,1
1583,1
1616,1
1623,1
1646,1
1653,1
1654,1
1895,1
1902,1
1904,1
1911,1
1914,1
1925,1
1932,1
1941,1
1946,1
1959,1
1966,1
1971,1
1977,1
2041,1
2048,1
2049,1
2050,1
2051,1
2078,1
2084,1
2107,1
2153,1
2173,1
2174,1
2175,1
2176,1
2177,1
2178,1
2195,1
2217,1
2228,1
2245,1
2276,1
2300,1
2305,1
2308,1
2324,1
2330,1
2351,1
2357,1
2413,1
2415,1
2442,1
2465,1
2470,1
2472,1
2474,1
2477,1
2537,1
2553,1
2592,1
2857,1
2874,1
2875,1
2876,1
2910,1
2922,1
2948,1
2950,1
2956,1
2967,1
2969,1
2972,1
2981,1
2983,1
2987,1
2998,1
3010,1
3013,1
3019,1
3022,1
3045,1
3047,1
3049,1
3052,1
3056,1
3059,1
3064,1
3065,1
3067,1
3069,1
3070,1
3071,1
3084,1
3141,1
3149,1
3156,1
3157,1
3159,1
3163,1
3187,1
3213,1
3225,1
3292,1
3298,1
3310,1
3339,1
3347,1
3414,1
3415,1
3416,1
3421,1
3422,1
3437,1
3441,1
3445,1
3451,1
3452,1
3453,1
3455,1
3456,1
3459,1
3463,1
3465,1
3466,1
3470,1
3473,1
3475,1
3480,1
3485,1
3486,1
3488,1
3493,1
3498,1
3501,1
3502,1
3503,1
3505,1
3514,1
3517,1
3521,1
3534,1
3543,1
3546,1
3554,1
3559,1
3563,1
3566,1
3567,1
3570,1
3616,1
3617,1
3619,1
3623,1
3639,1
3649,1
3661,1
3662,1
3663,1
3683,1
3684,1
3693,1
3696,1
3699,1
3737,1
3751,1
3754,1
3760,1
3764,1
3768,1
3771,1
3776,1
3780,1
3786,1
3787,1
3788,1
3790,1
3791,1
3794,1
3798,1
3800,1
3801,1
3805,1
3808,1
3810,1
3815,1
3820,1
3821,1
3823,1
3827,1
3832,1
3835,1
3836,1
3837,1
3839,1
3848,1
3851,1
3852,1
3856,1
3869,1
3874,1
3879,1
3882,1
3901,1
3906,1
3926,1
3938,1
3961,1
3974,1
3975,1
3983,1
3985,1
3989,1
4015,1
4023,1
4024,1
4027,1
4028,1
4033,1
4049,1
4066,1
4068,1
4095,1
4099,1
4143,1
4151,1
4168,1
4259,1
4270,1
4274,1
4276,1
4277,1
4279,1
4280,1
4293,1
4294,1
4299,1
229,2
350,2
351,2
369,2
371,2
372,2
426,2
430,2
461,2
466,2
471,2
478,2
484,2
487,2
524,2
525,2
680,2
693,2
896,2
1165,2
1166,2
1173,2
1174,2
1178,2
1187,2
1192,2
1200,2
1212,2
1468,2
1471,2
1484,2
1565,2
1582,2
1595,2
1603,2
1605,2
1614,2
1624,2
1721,2
1874,2
1875,2
1886,2
1891,2
1893,2
1901,2
1926,2
1931,2
1952,2
1965,2
1985,2
2032,2
2047,2
2083,2
2138,2
2154,2
2169,2
2223,2
2225,2
2233,2
2238,2
2259,2
2260,2
2266,2
2274,2
2278,2
2280,2
2288,2
2299,2
2306,2
2311,2
2316,2
2319,2
2320,2
2325,2
2329,2
2331,2
2348,2
2380,2
2381,2
2383,2
2397,2
2398,2
2414,2
2459,2
2480,2
2484,2
2843,2
2864,2
2890,2
2901,2
2904,2
2928,2
2942,2
2944,2
2949,2
2951,2
2952,2
2955,2
2957,2
2962,2
2965,2
2968,2
2970,2
2971,2
2973,2
2980,2
2982,2
2984,2
2988,2
2995,2
3028,2
3058,2
3060,2
3062,2
3082,2
3100,2
3142,2
3145,2
3147,2
3184,2
3190,2
3200,2
3206,2
3216,2
3291,2
3295,2
3300,2
3302,2
3304,2
3321,2
3323,2
3330,2
3333,2
3443,2
3447,2
3450,2
3457,2
3469,2
3471,2
3474,2
3479,2
3482,2
3487,2
3495,2
3504,2
3512,2
3518,2
3519,2
3522,2
3528,2
3529,2
3533,2
3535,2
3549,2
3569,2
3574,2
3575,2
3579,2
3581,2
3582,2
3588,2
3605,2
3613,2
3637,2
3640,2
3641,2
3695,2
3700,2
3709,2
3738,2
3761,2
3774,2
3782,2
3785,2
3792,2
3804,2
3806,2
3809,2
3814,2
3817,2
3822,2
3829,2
3838,2
3845,2
3853,2
3854,2
3855,2
3857,2
3868,2
3877,2
3878,2
3895,2
3898,2
3919,2
3920,2
3928,2
3929,2
3952,2
3971,2
3972,2
3973,2
3976,2
3977,2
3978,2
3994,2
4030,2
4034,2
4046,2
4051,2
4064,2
4069,2
4070,2
4128,2
4130,2
4144,2
4153,2
4159,2
4161,2
4169,2
4171,2
4183,2
4193,2
4262,2
4266,2
4269,2
4292,2
4300,2
4305,2
5,3
118,3
175,3
234,3
246,3
357,3
374,3
375,3
412,3
424,3
444,3
450,3
452,3
453,3
464,3
472,3
555,3
657,3
671,3
1164,3
1171,3
1185,3
1191,3
1195,3
1334,3
1558,3
1567,3
1610,3
1720,3
1889,3
1927,3
1933,3
1934,3
1936,3
1938,3
1947,3
1953,3
1976,3
1984,3
1986,3
1989,3
2027,3
2040,3
2106,3
2144,3
2159,3
2227,3
2229,3
2234,3
2239,3
2240,3
2242,3
2250,3
2258,3
2286,3
2291,3
2317,3
2425,3
2434,3
2436,3
2441,3
2464,3
2473,3
2481,3
2873,3
2877,3
2897,3
2902,3
2907,3
2911,3
2929,3
2946,3
2958,3
2979,3
2986,3
2997,3
3021,3
3046,3
3048,3
3063,3
3132,3
3146,3
3165,3
3171,3
3175,3
3177,3
3179,3
3194,3
3195,3
3211,3
3217,3
3219,3
3222,3
3290,3
3294,3
3305,3
3332,3
3334,3
3344,3
3424,3
3439,3
3442,3
3454,3
3460,3
3483,3
3484,3
3508,3
3509,3
3531,3
3561,3
3565,3
3568,3
3593,3
3594,3
3644,3
3646,3
3714,3
3716,3
3720,3
3743,3
3745,3
3765,3
3773,3
3777,3
3789,3
3795,3
3818,3
3819,3
3841,3
3842,3
3890,3
3917,3
3924,3
3925,3
3933,3
3934,3
3993,3
4060,3
4098,3
4112,3
4141,3
4150,3
4157,3
4172,3
4267,3
4284,3
4319,3
4321,3
6,4
174,4
235,4
446,4
459,4
898,4
908,4
916,4
930,4
1193,4
1207,4
1219,4
1222,4
1228,4
1560,4
1574,4
1584,4
1585,4
1588,4
1647,4
1648,4
1910,4
1975,4
1978,4
2021,4
2071,4
2140,4
2145,4
2151,4
2230,4
2249,4
2255,4
2285,4
2296,4
2297,4
2307,4
2347,4
2385,4
2386,4
2412,4
2423,4
2432,4
2437,4
2488,4
2954,4
2977,4
2978,4
3057,4
3077,4
3078,4
3162,4
3164,4
3172,4
3176,4
3183,4
3197,4
3210,4
3328,4
3329,4
3346,4
3423,4
3476,4
3477,4
3492,4
3494,4
3511,4
3515,4
3516,4
3523,4
3560,4
3564,4
3578,4
3633,4
3642,4
3647,4
3701,4
3775,4
3811,4
3812,4
3828,4
3844,4
3850,4
3873,4
3891,4
3923,4
3941,4
3981,4
3990,4
3991,4
3992,4
4016,4
4021,4
4035,4
4043,4
4050,4
4065,4
4145,4
4160,4
4163,4
4175,4
4176,4
4245,4
4263,4
4271,4
4317,4
4332,4
4,5
113,5
236,5
420,5
427,5
432,5
442,5
554,5
560,5
1169,5
1225,5
1467,5
1479,5
1876,5
1885,5
1888,5
1905,5
1907,5
1920,5
1958,5
2194,5
2252,5
2293,5
2309,5
2431,5
2552,5
2865,5
2869,5
2893,5
2909,5
2916,5
2918,5
2940,5
2975,5
2985,5
2992,5
3061,5
3080,5
3155,5
3166,5
3221,5
3289,5
3293,5
3297,5
3318,5
3446,5
3557,5
3615,5
3682,5
3721,5
3740,5
3781,5
3880,5
3889,5
3900,5
3911,5
3940,5
3997,5
3999,5
4001,5
4004,5
4006,5
4008,5
4044,5
4139,5
4164,5
4165,5
4166,5
4173,5
4194,5
4196,5
4244,5
4252,5
4256,5
120,6
423,6
428,6
456,6
679,6
1182,6
1188,6
1194,6
1206,6
1320,6
1612,6
1645,6
1832,6
1892,6
1921,6
1928,6
1948,6
1973,6
2147,6
2149,6
2163,6
2235,6
2267,6
2281,6
2310,6
2410,6
2411,6
2443,6
2475,6
2476,6
2479,6
2879,6
2993,6
3053,6
3173,6
3182,6
3315,6
3419,6
3440,6
3520,6
3530,6
3547,6
3577,6
3608,6
3612,6
3618,6
3625,6
3705,6
3763,6
3867,6
3892,6
3908,6
3936,6
3965,6
4022,6
4140,6
4177,6
4248,6
4255,6
4264,6
4310,6
107,7
114,7
429,7
445,7
897,7
911,7
1204,7
1229,7
1569,7
1596,7
1912,7
1919,7
2025,7
2289,7
2292,7
2450,7
2463,7
2594,7
2878,7
2881,7
2888,7
2906,7
2908,7
2936,7
3223,7
3303,7
3314,7
3343,7
3418,7
3464,7
3499,7
3527,7
3532,7
3537,7
3544,7
3552,7
3553,7
3587,7
3704,7
3719,7
3759,7
3799,7
3833,7
3843,7
3847,7
3907,7
3979,7
4010,7
4013,7
4036,7
4096,7
4170,7
4333,7
373,8
433,8
436,8
448,8
454,8
1221,8
1227,8
1592,8
1831,8
1956,8
1987,8
2037,8
2139,8
2222,8
2243,8
2261,8
2313,8
2315,8
2374,8
2421,8
2422,8
2444,8
2913,8
2923,8
2963,8
2974,8
3181,8
3199,8
3288,8
3351,8
3595,8
3598,8
3871,8
3935,8
3947,8
3995,8
3998,8
4026,8
4045,8
4097,8
4148,8
4156,8
4272,8
4282,8
115,9
437,9
441,9
886,9
892,9
906,9
1167,9
1170,9
1601,9
1898,9
1940,9
1943,9
1950,9
1961,9
1963,9
1968,9
1983,9
2101,9
2202,9
2224,9
2253,9
2304,9
2342,9
2915,9
2966,9
2990,9
3161,9
3193,9
3214,9
3299,9
3348,9
3438,9
3525,9
3599,9
3645,9
3860,9
3943,9
4014,9
4018,9
4142,9
4146,9
4192,9
4254,9
4273,9
4318,9
477,10
1181,10
1196,10
1333,10
1564,10
1576,10
1578,10
1597,10
1607,10
1894,10
1922,10
1969,10
2034,10
2103,10
2143,10
2150,10
2166,10
2226,10
2247,10
2262,10
2356,10
2384,10
2424,10
2448,10
2866,10
2989,10
3054,10
3068,10
3180,10
3218,10
3320,10
3350,10
3444,10
3490,10
3555,10
3572,10
3600,10
3630,10
3634,10
3638,10
3698,10
3702,10
3753,10
3778,10
3779,10
3825,10
3897,10
3930,10
3945,10
4000,10
4002,10
4003,10
4005,10
4007,10
4009,10
4138,10
4195,10
4304,10
275,11
468,11
1199,11
1568,11
1599,11
1970,11
1990,11
2155,11
2254,11
2272,11
2318,11
2337,11
2426,11
2449,11
3212,11
3312,11
3326,11
3349,11
3551,11
3562,11
3609,11
3707,11
3758,11
3987,11
4048,11
4185,11
4251,11
4329,11
418,12
902,12
1201,12
1909,12
1935,12
1967,12
2146,12
2167,12
2241,12
2268,12
2284,12
2298,12
2336,12
2354,12
2455,12
2468,12
2882,12
2927,12
2933,12
2938,12
2945,12
3201,12
3209,12
3583,12
3610,12
3746,12
3910,12
3921,12
3984,12
4011,12
4039,12
4100,12
4275,12
4286,12
4291,12
4312,12
473,13
730,13
849,13
893,13
907,13
1175,13
1577,13
1890,13
1916,13
1949,13
1960,13
2085,13
2295,13
2314,13
2887,13
2892,13
2996,13
3178,13
3196,13
3307,13
3313,13
3324,13
3417,13
3467,13
3627,13
3635,13
3802,13
3859,13
3866,13
3896,13
4025,13
4152,13
4249,13
4265,13
4289,13
440,14
1981,14
2026,14
2038,14
2165,14
2264,14
2352,14
2445,14
2454,14
3055,14
3449,14
3478,14
3576,14
3602,14
3604,14
3648,14
3755,14
3784,14
3813,14
3939,14
3950,14
4041,14
463,15
1217,15
1223,15
1617,15
1887,15
1923,15
1942,15
2007,15
2152,15
2427,15
2462,15
2914,15
2960,15
3158,15
3167,15
3189,15
3524,15
3541,15
3592,15
3597,15
3650,15
3885,15
3960,15
4040,15
4147,15
4182,15
4184,15
4191,15
4313,15
4327,15
370,16
1594,16
2100,16
2335,16
2340,16
2457,16
2935,16
3143,16
3168,16
3203,16
3331,16
3448,16
3461,16
3507,16
3540,16
3580,16
3783,16
3796,16
3918,16
3970,16
4268,16
108,17
349,17
1900,17
1906,17
2156,17
2271,17
2453,17
2905,17
2976,17
3081,17
3309,17
3513,17
3548,17
3899,17
3955,17
3958,17
344,18
411,18
457,18
1587,18
1608,18
1964,18
2008,18
2017,18
2033,18
2439,18
2460,18
3151,18
3571,18
3573,18
3614,18
3715,18
3757,18
3913,18
3931,18
4155,18
4287,18
119,19
1216,19
1591,19
1899,19
1972,19
2039,19
2326,19
2361,19
2429,19
2926,19
2943,19
3144,19
3296,19
3316,19
3352,19
3545,19
3846,19
3914,19
3927,19
3986,19
4017,19
4047,19
4187,19
4197,19
4261,19
4325,19
1579,20
1897,20
1930,20
2102,20
2148,20
2237,20
2244,20
2339,20
3327,20
3345,20
3742,20
3944,20
4029,20
4281,20
4297,20
474,21
905,21
1625,21
2312,21
2327,21
2898,21
3311,21
3472,21
3510,21
3624,21
3643,21
3703,21
3762,21
3807,21
3826,21
3863,21
3865,21
3915,21
3949,21
3969,21
3996,21
4296,21
4302,21
579,22
2028,22
2277,22
2883,22
2885,22
2991,22
3342,22
3506,22
3539,22
3620,22
3840,22
3912,22
3932,22
4174,22
4285,22
4307,22
4324,22
1602,23
2010,23
2341,23
3170,23
3591,23
3741,23
3748,23
3862,23
3872,23
3888,23
4309,23
274,24
1620,24
1917,24
2031,24
2104,24
2200,24
2461,24
3301,24
4314,24
109,25
903,25
1903,25
2941,25
2947,25
3338,25
3556,25
3632,25
3744,25
3875,25
4031,25
112,26
2323,26
2868,26
2925,26
3491,26
3772,26
3988,26
4042,26
4058,26
4149,26
3,27
462,27
900,27
1896,27
2193,27
2232,27
2275,27
3322,27
3497,27
3596,27
3756,27
3831,27
3887,27
3946,27
419,28
904,28
1982,28
2164,28
2301,28
2428,28
2894,28
2899,28
2932,28
3188,28
3849,28
3893,28
1570,29
2162,29
2440,29
3075,29
3870,29
3884,29
3894,29
3942,29
3957,29
4290,29
2251,30
2353,30
3072,30
3340,30
3526,30
3861,30
4278,30
1621,31
2082,31
3434,31
3468,31
3550,31
3803,31
3864,31
4257,31
111,32
476,32
1980,32
2220,32
2447,32
2931,32
4180,32
4283,32
406,33
1186,33
1205,33
2290,33
2924,33
2959,33
3317,33
3462,33
3481,33
3708,33
3797,33
3816,33
3937,33
110,34
451,34
2333,34
2334,34
2338,34
2880,34
2886,34
3458,34
3697,34
3793,34
3881,34
3962,34
4158,34
4250,34
1619,35
1929,35
2236,35
2263,35
3205,35
888,36
3150,36
3953,36
578,37
1575,37
1604,37
1913,37
2219,37
2467,37
2912,37
3191,37
3858,37
443,38
1226,38
3050,38
3496,38
4260,38
465,39
2282,39
3500,39
3834,39
4301,39
343,40
894,40
2452,40
2939,40
3876,40
4032,40
4037,40
1210,41
3174,41
1586,42
2953,42
3169,42
3710,42
1203,43
2257,43
2303,43
2433,43
3085,43
3909,43
2322,44
3148,44
3905,44
434,45
3319,45
2994,46
1571,47
2294,47
3749,47
3830,47
3207,48
3325,48
4154,48
1485,49
2279,49
2871,49
4288,49
342,50
1939,50
3883,50
2961,51
3489,51
3750,51
3824,51
914,52
2435,52
2964,52
3073,52
1198,53
3538,53
467,54
2273,54
2446,54
3706,54
4038,54
422,55
4298,55
1606,56
1979,56
2895,56
3051,56
3585,56
909,57
2430,58
3192,58
1215,59
3902,59
3916,59
3631,60
3752,60
1197,61
1618,61
3966,61
3628,62
2458,63
2466,63
2900,64
3982,64
3308,65
2891,66
1598,67
3341,69
4198,69
2471,70
3335,70
3584,70
4303,70
458,71
1183,71
3948,72
3154,75
3922,76
4306,76
2917,77
3886,77
1566,78
1209,80
4253,80
1176,81
3747,82
1202,83
2283,83
3606,83
2456,84
1572,86
1573,86
1580,86
1589,86
1593,86
1600,86
1609,86
1611,86
1613,86
2870,86
2999,86
3711,86
4020,87
3603,88
4322,88
1481,89
2903,89
1918,90
3622,90
2867,91
2438,92
4189,92
4295,93
3083,94
1622,96
3558,97
3903,97
4167,97
4316,97
3076,98
3954,99
2921,100
890,102
4326,102
2248,103
4323,103
3951,105
4056,107
3208,110
1924,112
2287,113
2321,115
3626,118
2937,119
3186,127
891,128
1563,128
3904,129
4012,130
1561,131
2332,133
1184,134
2884,136
3185,140
4320,140
449,141
1962,142
2934,144
2889,147
4308,147
3586,151
3204,154
883,155
2265,156
4019,156
4186,157
2270,160
3589,160
1177,161
3152,161
1562,163
3980,163
4055,163
3153,170
3629,170
1957,173
3536,181
3611,183
4311,188
2246,192
2896,192
1615,195
1955,195
3160,202
3336,203
99,206
3967,208
1954,209
3590,210
4052,210
2269,214
3074,216
1915,223
1988,228
3607,238
3968,252
3956,257
2302,258
3337,265
3964,267
4054,269
4179,270
1974,271
3959,271
899,272
1908,289
4178,297
3636,312
3963,328
1992,355
2469,359
3066,367
3079,367
3621,367
4162,405
4181,407
4188,439
2256,448
3601,474
889,498
3202,503
2919,507
2451,559
2872,577
1944,584
2231,602
3198,634
1991,696
884,758
2930,836
4315,850
1951,910
4190,938
3215,982
1590,1068
2328,1083
1945,1141
901,1187
1224,1207
1937,1289
4053,1331
2920,1561
3220,1820
3542,2976
3306,3465
1220,4207
